Respondent_ID,Age,Annual_Income,Satisfaction_Score,Work_Hours_Per_Week,Spending_Score,Gender,Education_Level,Employment_Status
417,50,69086,4.46,32,21.65,Male,Master's Degree,Employed
418,36,53261,2.99,33,44.85,Non-binary,Bachelor's Degree,Self-employed
419,46,62823,2.46,51,52.43,Female,Associate Degree,Employed
420,35,50140,3.65,44,8.56,Female,High School,Unemployed
421,55,65844,2.37,30,80.6,Prefer not to say,Bachelor's Degree,Student
422,52,55962,2.39,20,42.21,Female,Doctorate,Employed
423,32,50201,3.93,30,41.32,Non-binary,Doctorate,Self-employed
424,44,49800,2.24,41,65.88,Male,Bachelor's Degree,Unemployed
425,41,35683,1.8,33,77.32,Non-binary,High School,Unemployed
426,48,57603,4.23,32,98.59,Non-binary,Master's Degree,Self-employed
427,25,49396,4.22,34,17.35,Prefer not to say,Doctorate,Self-employed
428,41,42470,2.99,39,34.56,Male,Master's Degree,Self-employed
429,45,66596,3.11,47,16.83,Female,Master's Degree,Self-employed
430,18,31246,3.78,39,88.09,Male,Bachelor's Degree,Retired
431,23,43662,3.04,40,54.85,Female,Doctorate,Student
432,18,65415,2.67,37,85.24,Prefer not to say,Bachelor's Degree,Self-employed
433,32,54732,4.98,35,98.52,Male,Associate Degree,Retired
434,42,49282,1.59,48,55.02,Non-binary,Master's Degree,Employed
435,50,53765,3.37,47,11.82,Male,High School,Unemployed
436,35,52691,4.54,60,36.13,Prefer not to say,Master's Degree,Employed
437,51,27250,3.75,46,3.62,Male,High School,Employed
438,21,44761,4.52,35,84.93,Female,Bachelor's Degree,Retired
439,18,74247,2.35,30,1.79,Male,Doctorate,Retired
440,34,40110,2.09,49,59.22,Male,Master's Degree,Self-employed
441,38,45225,4.41,31,10.61,Prefer not to say,Associate Degree,Self-employed
442,34,41875,2.58,48,0.76,Male,Master's Degree,Retired
443,18,48694,3.84,32,25.62,Male,High School,Student
444,34,41253,1.59,43,55.19,Non-binary,High School,Self-employed
445,21,57301,4.02,29,7.51,Male,High School,Employed
446,41,52959,3.2,47,61.49,Male,Doctorate,Self-employed
447,38,61603,2.07,27,67.2,Prefer not to say,Associate Degree,Self-employed
448,25,34235,2.98,42,96.97,Female,Associate Degree,Student
449,29,44894,3.79,38,89.95,Male,High School,Retired
450,24,46614,1.05,41,56.68,Non-binary,Associate Degree,Student
451,34,56834,3.55,36,79.34,Prefer not to say,Associate Degree,Self-employed
452,44,38101,3.17,35,36.36,Female,Bachelor's Degree,Student
453,25,63734,1.88,41,58.57,Prefer not to say,Associate Degree,Self-employed
454,40,67796,4.01,29,40.34,Female,High School,Student
455,29,35166,2.21,29,33.7,Male,Doctorate,Unemployed
456,27,42636,2.11,36,72.76,Female,Bachelor's Degree,Unemployed
457,33,42021,2.88,36,29.67,Female,Associate Degree,Self-employed
458,24,89485,3.7,29,38.06,Male,Bachelor's Degree,Student
459,29,43551,4.72,49,36.72,Non-binary,Master's Degree,Self-employed
460,23,75164,1.57,36,87.04,Non-binary,Bachelor's Degree,Student
461,54,31000,2.59,37,17.04,Male,Bachelor's Degree,Retired
462,35,35155,1.27,26,38.15,Prefer not to say,Bachelor's Degree,Student
463,28,39700,4.03,60,88.79,Prefer not to say,Associate Degree,Student
464,37,37314,2.79,64,1.53,Female,Bachelor's Degree,Self-employed
465,33,45981,3.83,32,94.79,Prefer not to say,Doctorate,Student
466,32,39368,2.29,52,89.89,Prefer not to say,Associate Degree,Self-employed
467,41,37709,4.38,39,41.78,Male,High School,Self-employed
468,42,67377,3.14,56,65.3,Male,Master's Degree,Employed
469,29,68356,4.77,43,99.11,Female,High School,Self-employed
470,29,64239,1.32,40,55.49,Prefer not to say,Associate Degree,Student
471,32,57859,3.06,15,9.69,Female,High School,Unemployed
472,18,51391,4.07,31,85.36,Male,Master's Degree,Retired
473,19,42544,3.4,40,13.42,Prefer not to say,Bachelor's Degree,Student
474,48,35702,1.09,41,25.73,Female,High School,Student
475,51,55444,4.89,27,87.35,Female,Associate Degree,Student
476,32,32395,2.19,32,25.6,Non-binary,Doctorate,Employed
477,40,35091,2,45,74.51,Non-binary,Master's Degree,Unemployed
478,38,67293,2.94,26,44.77,Prefer not to say,High School,Student
479,65,78509,3.17,41,75.97,Prefer not to say,Doctorate,Self-employed
480,46,55899,4.07,52,23.24,Male,Master's Degree,Unemployed
481,33,66596,2.57,43,41.96,Male,High School,Unemployed
482,25,46312,2.76,43,31.82,Male,Associate Degree,Student
483,18,29934,3.14,19,24.9,Non-binary,Doctorate,Self-employed
484,37,59182,2.58,31,31.44,Female,Doctorate,Unemployed
485,27,58539,4.66,60,32.3,Male,High School,Retired
486,20,51075,4.41,34,95.54,Non-binary,High School,Self-employed
487,28,46364,2.82,52,53.32,Male,Associate Degree,Unemployed
488,24,64433,1,33,46.21,Non-binary,Associate Degree,Unemployed
489,51,35214,4.6,37,50.33,Non-binary,Bachelor's Degree,Self-employed
490,43,38393,1.5,45,99.61,Prefer not to say,High School,Employed
491,34,34878,1.98,41,65.36,Female,Associate Degree,Self-employed
492,49,51274,1.61,43,70.35,Non-binary,High School,Retired
493,35,33681,1.72,31,31.36,Female,Associate Degree,Employed
494,26,39736,4.21,28,47.15,Male,Master's Degree,Student
495,50,39413,3.32,31,18.41,Prefer not to say,Associate Degree,Employed
496,40,46090,4.82,34,68.52,Prefer not to say,Associate Degree,Retired
497,24,27689,1.93,37,34.45,Female,Master's Degree,Retired
498,33,51308,2.94,50,74.83,Prefer not to say,Master's Degree,Retired
499,26,68709,4.91,40,21.32,Prefer not to say,Bachelor's Degree,Unemployed
500,21,52032,4.31,44,40.35,Male,Associate Degree,Employed
501,44,73119,3.91,41,47.12,Male,Master's Degree,Retired
502,54,70009,1.76,28,16.65,Prefer not to say,Bachelor's Degree,Employed
503,21,61666,4.08,40,6.96,Prefer not to say,Bachelor's Degree,Employed
504,40,51120,2.39,41,31.71,Female,High School,Student
505,28,50337,3.12,47,54.49,Male,Master's Degree,Student
506,30,61456,3.44,29,65.27,Prefer not to say,Doctorate,Student
507,29,44124,3.44,19,42.53,Prefer not to say,Master's Degree,Unemployed
508,26,21762,3.91,41,50.03,Male,Master's Degree,Unemployed
509,35,57380,3.65,43,54.32,Male,Bachelor's Degree,Student
510,26,33033,1.27,38,51.19,Male,Master's Degree,Retired
511,37,35567,2.83,40,9.03,Non-binary,Master's Degree,Self-employed
512,34,50003,3.66,48,40.5,Non-binary,Bachelor's Degree,Unemployed
513,32,48573,2.18,35,20.43,Female,Bachelor's Degree,Self-employed
514,25,28818,2.25,37,53.37,Non-binary,High School,Unemployed
515,29,52482,1.5,40,75.81,Non-binary,High School,Employed
516,42,64492,2.67,27,57.95,Non-binary,Master's Degree,Retired
517,40,33074,4.95,38,22.18,Non-binary,Master's Degree,Unemployed
518,25,69087,2.14,39,20.78,Prefer not to say,Associate Degree,Employed
519,35,26597,3.13,56,3.7,Prefer not to say,Doctorate,Retired
520,42,81759,3.97,37,42.64,Prefer not to say,Associate Degree,Unemployed
521,18,43831,1.05,42,43.29,Non-binary,Associate Degree,Retired
522,40,52184,4.6,49,23.64,Non-binary,Master's Degree,Unemployed
523,28,21619,2.55,31,76.43,Female,Bachelor's Degree,Student
524,40,49067,4.48,53,38.65,Female,Bachelor's Degree,Unemployed
525,27,53427,1.16,57,66.94,Female,Doctorate,Unemployed
526,18,48707,1.58,39,64.01,Non-binary,Bachelor's Degree,Employed
527,18,41553,2.29,34,60.47,Prefer not to say,Master's Degree,Student
528,35,35801,2.38,56,90.81,Non-binary,Bachelor's Degree,Self-employed
529,37,66957,4.39,47,1.59,Non-binary,High School,Retired
530,25,50462,1.04,40,6.8,Male,Doctorate,Self-employed
531,41,73111,3.56,54,72.21,Non-binary,Bachelor's Degree,Self-employed
532,18,42102,1.53,53,35.35,Female,Bachelor's Degree,Student
533,34,43478,4.29,36,98.65,Male,High School,Student
534,22,62233,4.11,42,21.64,Male,Associate Degree,Student
535,28,25655,3,45,18.34,Non-binary,Master's Degree,Employed
536,35,31798,1.85,40,58.82,Non-binary,Bachelor's Degree,Employed
537,26,66462,3.54,26,27.94,Female,High School,Retired
538,31,32420,1.63,30,34.05,Female,High School,Student
539,45,22714,1.76,26,92.1,Non-binary,Associate Degree,Self-employed
540,29,78027,3.51,44,2.62,Female,Bachelor's Degree,Retired
541,43,29092,4.96,28,53.13,Female,Associate Degree,Employed
542,23,52761,4.56,41,33.49,Non-binary,Doctorate,Unemployed
543,40,51036,3.37,58,34.6,Female,High School,Unemployed
544,49,20000,3.15,54,24.78,Male,Master's Degree,Retired
545,18,45990,4.99,21,13.49,Male,High School,Employed
546,27,56726,3.19,27,3.45,Female,Associate Degree,Retired
547,40,55314,2.68,32,98.77,Male,Master's Degree,Employed
548,32,63552,4.64,28,66.04,Prefer not to say,Master's Degree,Student
549,38,44187,1.94,23,77.72,Female,High School,Unemployed
550,28,60687,1.39,39,6.5,Male,Master's Degree,Self-employed
551,35,39660,3.54,47,1.48,Prefer not to say,Bachelor's Degree,Student
552,33,28842,1.38,49,60.03,Prefer not to say,High School,Self-employed
553,46,30534,2.49,35,72.38,Female,Associate Degree,Retired
554,37,28068,2.69,37,39.49,Non-binary,Doctorate,Unemployed
555,38,65143,3.19,43,38.78,Prefer not to say,Associate Degree,Self-employed
556,30,27281,4.97,38,38.45,Female,Bachelor's Degree,Retired
557,30,54110,1.88,48,15.28,Non-binary,Doctorate,Employed
558,30,46011,2.5,44,75.39,Prefer not to say,Doctorate,Student
559,38,48460,1.53,36,21.52,Prefer not to say,Associate Degree,Employed
560,30,70454,3.43,21,32.44,Prefer not to say,High School,Student
561,37,43423,3.91,54,67.13,Female,High School,Unemployed
562,55,59174,2.93,33,0.01,Female,Doctorate,Self-employed
563,43,50563,1.98,43,76.63,Non-binary,Associate Degree,Employed
564,31,47719,3.48,20,89.91,Prefer not to say,Associate Degree,Employed
565,47,84499,3.16,39,5.16,Male,High School,Self-employed
566,30,28379,1.68,41,59.16,Non-binary,Bachelor's Degree,Self-employed
567,18,69336,2.62,41,40.85,Male,High School,Retired
568,24,59846,2.74,70,7.85,Prefer not to say,High School,Student
569,18,42807,4.93,33,68.22,Female,Bachelor's Degree,Retired
570,31,74439,4.4,48,61.23,Male,High School,Employed
571,35,22278,3.94,45,64.27,Female,Doctorate,Self-employed
572,51,42173,4.56,33,81.35,Prefer not to say,Doctorate,Unemployed
573,38,31872,3.94,48,28.69,Non-binary,Doctorate,Employed
574,32,56181,4.61,38,67.71,Male,Doctorate,Employed
575,43,33304,1.22,48,74.33,Female,Doctorate,Student
576,18,56495,2.82,59,16.88,Male,Associate Degree,Retired
577,37,47203,3.99,41,95.71,Prefer not to say,Associate Degree,Student
578,42,42809,3.33,37,34,Non-binary,Bachelor's Degree,Employed
579,20,55829,1.7,50,71.37,Prefer not to say,Master's Degree,Self-employed
580,46,45970,2.36,53,75.4,Female,Doctorate,Unemployed
581,38,33670,2.27,31,50.4,Prefer not to say,Master's Degree,Student
582,30,92020,2.05,35,12.87,Non-binary,Master's Degree,Employed
583,41,42692,2.37,46,27.57,Prefer not to say,Doctorate,Retired
584,57,20000,3.06,38,23.42,Female,High School,Student
585,36,37368,4.42,30,51.86,Prefer not to say,Bachelor's Degree,Employed
586,37,30990,3.97,45,26.13,Male,Master's Degree,Retired
587,30,62392,4.34,46,54.68,Male,High School,Retired
588,26,54824,4.53,36,28.82,Male,High School,Unemployed
589,43,55980,2.66,40,0.1,Male,Doctorate,Self-employed
590,26,44449,2.38,34,36.33,Non-binary,Bachelor's Degree,Unemployed
591,35,45809,1.23,29,60.69,Female,Doctorate,Retired
592,30,44436,4.72,35,77.37,Male,Bachelor's Degree,Student
593,39,48782,1.26,40,2.84,Male,Doctorate,Self-employed
594,38,62530,3.96,25,25.83,Male,Bachelor's Degree,Retired
595,45,55041,2.51,35,98.55,Male,Associate Degree,Self-employed
596,29,57501,4.8,40,26.18,Female,High School,Student
597,32,57493,2.68,51,77.72,Prefer not to say,High School,Employed
598,25,63266,4.27,36,50.94,Male,High School,Employed
599,30,54322,2.13,27,12.22,Prefer not to say,Bachelor's Degree,Retired
600,38,55382,2.2,37,64.34,Female,High School,Retired
601,42,67832,3.38,34,96.63,Prefer not to say,Associate Degree,Unemployed
602,25,40024,4.99,45,88.68,Prefer not to say,Associate Degree,Retired
603,43,37163,3.07,36,69.03,Non-binary,Master's Degree,Employed
604,48,32211,4.75,12,51.21,Prefer not to say,High School,Employed
605,39,52743,4.14,76,31.93,Prefer not to say,Doctorate,Unemployed
606,53,22194,4.18,41,35.7,Prefer not to say,Doctorate,Student
607,27,56932,2.74,40,34.62,Male,Doctorate,Self-employed
608,22,48362,2.55,24,92.21,Male,Associate Degree,Employed
609,18,67019,1.77,25,21.13,Non-binary,Master's Degree,Self-employed
610,49,39921,4.86,39,37.8,Non-binary,Master's Degree,Retired
611,41,46950,4.84,43,43.2,Prefer not to say,Associate Degree,Retired
612,34,66833,3.99,47,40.89,Male,Master's Degree,Student
613,37,70747,2.19,42,0.42,Prefer not to say,Doctorate,Self-employed
614,23,39797,1.98,28,27.1,Male,Doctorate,Employed
615,59,52726,4.95,14,49.86,Non-binary,Associate Degree,Unemployed
616,36,54416,1.27,38,76.05,Female,Doctorate,Employed
617,36,55604,4.37,34,56.95,Female,Bachelor's Degree,Self-employed
618,42,46061,2.42,27,38.49,Prefer not to say,Doctorate,Self-employed
619,39,69220,2.68,48,66.51,Non-binary,High School,Employed
620,37,21654,4.33,24,66.59,Male,Associate Degree,Employed
621,27,43683,1.36,46,24.79,Prefer not to say,Associate Degree,Student
622,39,56718,2.42,25,10.38,Prefer not to say,Master's Degree,Retired
623,53,56858,4.81,41,80.32,Male,Master's Degree,Student
624,48,70291,3.8,49,52.98,Prefer not to say,Master's Degree,Employed
625,50,67973,4.02,36,17.65,Male,High School,Employed
626,29,45716,4.03,56,26.21,Non-binary,Doctorate,Unemployed
627,25,69498,1.24,59,76.64,Non-binary,Associate Degree,Retired
628,33,39289,1.81,42,65.33,Female,Doctorate,Unemployed
629,35,63963,2.97,45,94.52,Non-binary,Master's Degree,Retired
630,45,77157,2.47,50,46.49,Male,Associate Degree,Retired
631,18,68224,2.64,45,5.22,Non-binary,Master's Degree,Self-employed
632,50,51586,4.13,44,70.04,Non-binary,High School,Retired
633,33,45023,1.06,34,25.49,Male,Associate Degree,Employed
634,30,27071,3.64,23,32.39,Male,Master's Degree,Retired
635,24,54658,1,26,19.66,Non-binary,Master's Degree,Student
636,18,33271,1.25,63,30.89,Prefer not to say,Master's Degree,Self-employed
637,43,38102,2.63,43,82.95,Non-binary,High School,Unemployed
638,35,32138,4.36,37,57.67,Male,Doctorate,Retired
639,22,43094,1.58,52,10.92,Male,Doctorate,Unemployed
640,22,49580,3.22,32,58.66,Prefer not to say,Doctorate,Employed
641,31,54104,3.71,45,63.36,Prefer not to say,High School,Unemployed
642,51,40992,1.92,40,88.48,Non-binary,Doctorate,Retired
643,32,66039,3.05,44,85.96,Non-binary,Doctorate,Unemployed
644,19,46876,4.65,36,6.29,Female,High School,Employed
645,32,38184,3.05,30,86.67,Male,Associate Degree,Retired
646,32,53394,1.63,31,5.09,Non-binary,Master's Degree,Unemployed
647,18,79453,3.51,32,15.41,Male,Master's Degree,Unemployed
648,34,55027,3.37,39,11.16,Male,High School,Employed
649,32,44557,1.11,24,18.17,Male,Doctorate,Student
650,41,27088,1.36,27,80.33,Prefer not to say,Bachelor's Degree,Student
651,53,46708,1.63,41,68.61,Male,Doctorate,Self-employed
652,46,53523,1.55,38,68.7,Non-binary,Bachelor's Degree,Employed
653,32,44186,2.04,41,92.21,Female,Master's Degree,Student
654,23,25019,2.82,39,39.19,Prefer not to say,High School,Unemployed
655,60,37241,2.49,65,0.33,Female,Doctorate,Employed
656,35,71818,4.56,41,63.98,Non-binary,High School,Unemployed
657,35,71510,3.45,36,86.81,Prefer not to say,Doctorate,Unemployed
658,34,36700,4.5,41,97.63,Female,Doctorate,Self-employed
659,36,60091,3.11,50,36.39,Prefer not to say,Doctorate,Self-employed
660,33,32321,1.36,39,82.22,Male,Bachelor's Degree,Retired
661,29,71064,2.85,46,84.92,Non-binary,High School,Employed
662,29,53678,4.29,43,14.44,Non-binary,Master's Degree,Student
663,34,64244,1.78,37,63.15,Non-binary,Associate Degree,Self-employed
664,29,24273,1.36,41,17.31,Male,Bachelor's Degree,Employed
665,27,60164,2.32,55,44.66,Male,Master's Degree,Self-employed
666,36,49884,2.56,42,87.93,Male,High School,Student
667,32,62778,2.23,30,78.95,Non-binary,Associate Degree,Self-employed
668,50,63723,1.54,36,57.03,Male,Associate Degree,Retired
669,18,50986,2,18,80.87,Non-binary,High School,Employed
670,45,40987,3.73,41,15.28,Prefer not to say,Bachelor's Degree,Employed
671,47,61695,2.54,53,19.49,Prefer not to say,Doctorate,Unemployed
672,18,49097,3.53,26,20.89,Male,Doctorate,Retired
673,31,36908,3.15,41,77.6,Male,Doctorate,Self-employed
674,31,36197,3.2,49,89.1,Male,Master's Degree,Unemployed
675,20,27842,1.99,50,56.28,Prefer not to say,High School,Self-employed
676,27,42345,3.09,52,95.8,Male,Bachelor's Degree,Retired
677,23,66540,1.09,21,72.8,Prefer not to say,High School,Unemployed
678,52,52667,2.73,45,56.37,Female,Associate Degree,Student
679,44,42053,3.29,24,61.16,Male,Master's Degree,Employed
680,47,62072,1.73,30,84.95,Female,Bachelor's Degree,Retired
681,42,37512,2.03,48,9.02,Non-binary,Associate Degree,Retired
682,23,51430,1.88,41,16.8,Non-binary,Doctorate,Self-employed
683,29,47305,1.28,47,26.63,Prefer not to say,Doctorate,Student
684,39,61686,2.39,30,89.48,Prefer not to say,Doctorate,Student
685,22,26341,4.92,54,94.49,Prefer not to say,High School,Retired
686,42,37247,2.42,46,35.62,Female,Associate Degree,Retired
687,32,25426,2.84,48,92.39,Non-binary,Bachelor's Degree,Employed
688,31,46106,3.61,29,54.68,Prefer not to say,Associate Degree,Student
689,42,68171,3.59,51,47.33,Prefer not to say,Bachelor's Degree,Retired
690,39,42418,4.8,36,83.28,Male,Master's Degree,Employed
691,31,42339,4.43,33,54.61,Female,Master's Degree,Self-employed
692,46,63075,4.18,46,45.45,Female,Bachelor's Degree,Student
693,24,66028,4.81,45,1.6,Non-binary,Associate Degree,Unemployed
694,41,48671,1.92,31,1.29,Non-binary,Bachelor's Degree,Unemployed
695,40,60270,3.47,60,62.76,Prefer not to say,Bachelor's Degree,Retired
696,31,33845,4.55,58,7.34,Female,Doctorate,Retired
697,38,70669,3.5,46,73.69,Non-binary,Bachelor's Degree,Employed
698,22,82230,4.91,44,62.23,Female,Doctorate,Retired
699,44,57818,1.4,43,45.77,Prefer not to say,Doctorate,Retired
700,33,20000,2.76,24,70.98,Prefer not to say,Bachelor's Degree,Employed
701,29,41626,4.91,41,99.31,Prefer not to say,High School,Unemployed
702,45,59192,2.52,40,24.64,Prefer not to say,Associate Degree,Employed
703,27,43677,3.96,34,55.71,Female,Bachelor's Degree,Student
704,20,69082,1.12,36,84.29,Prefer not to say,Master's Degree,Student
705,19,58822,3.78,16,1.69,Female,Bachelor's Degree,Retired
706,41,39402,4.74,29,20.35,Male,Bachelor's Degree,Retired
707,22,50483,2.53,49,52.1,Prefer not to say,Master's Degree,Unemployed
708,52,36592,1.09,57,55.22,Male,Doctorate,Unemployed
709,18,47261,1.11,30,8.63,Non-binary,Doctorate,Self-employed
710,51,41681,4.57,41,40.74,Prefer not to say,High School,Student
711,37,67621,3.89,50,51.98,Female,Bachelor's Degree,Student
712,34,81740,1.43,34,42.3,Non-binary,Bachelor's Degree,Self-employed
713,29,28532,1.22,46,70.06,Prefer not to say,Associate Degree,Self-employed
714,38,21151,4.22,39,77.14,Male,Doctorate,Student
715,34,46322,4.24,51,46.03,Non-binary,Bachelor's Degree,Retired
716,46,27223,1.48,27,42.57,Female,Associate Degree,Student
717,36,50693,2.21,28,70.54,Female,High School,Self-employed
718,36,61234,4.12,42,55.53,Male,Associate Degree,Unemployed
719,31,72412,3.1,40,87.04,Female,Doctorate,Employed
720,34,53020,4.83,39,48.11,Prefer not to say,Doctorate,Unemployed
721,38,47102,2.92,45,57.43,Non-binary,High School,Unemployed
722,18,20324,3.71,30,12.88,Prefer not to say,Bachelor's Degree,Self-employed
723,21,50392,3.04,26,83.6,Female,Associate Degree,Student
724,42,51069,4.77,34,42.23,Male,Bachelor's Degree,Self-employed
725,36,59584,2.59,36,71.91,Prefer not to say,Bachelor's Degree,Self-employed
726,33,39372,1.92,37,42.95,Female,Bachelor's Degree,Retired
727,35,43474,2.31,52,0.1,Male,Master's Degree,Retired
728,38,27829,4.41,47,40.04,Prefer not to say,High School,Employed
729,29,20000,2.99,45,14.75,Female,Bachelor's Degree,Retired
